"","Provider.ID","HAI_1_SIR","HAI_2_SIR","HAI_3_SIR","HAI_4_SIR","HAI_5_SIR","HAI_6_SIR","COMP_HIP_KNEE_Score","PSI_90_SAFETY_Score"
"381",50242,"0.167","0","2.099",NA,"0.34","0.966","2.8","0.72"
"382",50243,"0.565","0.585","0","1.178","1.065","1.012","2.4","1.15"
"383",50245,"0.819","0.932","0.829","0","0.939","0.571",NA,"1.02"
"384",50248,"0.281","0.874","0.527",NA,"0.707","0.284","3.1","0.74"
"385",50254,"0","0.751","1.129",NA,"1.39","1.107","2.9","0.62"
"386",50257,NA,NA,NA,NA,NA,"0.221",NA,"0.80"
"387",50261,"1.179","0.689","0.956",NA,NA,"0.642","3.4","0.67"
"388",50262,"0.883","0.856","1.227","0.631","2.007","1.072",NA,"0.98"
"389",50272,"0","0.487","0.319","0","0.411","1.997","2.7","0.83"
"390",50276,"0.404","0.984","1.439",NA,"0","0.911",NA,"0.93"
"391",50278,"0.349","1.146","0.73","1.439","0.283","1.074","3.1","0.69"
"392",50279,"0","0",NA,NA,NA,"0","2.9","0.83"
"393",50280,"0.474","0.556","0.837",NA,"1.19","0.654","2.1","0.79"
"394",50281,"0","0","0.511",NA,"0.832","1.296",NA,"0.73"
"395",50283,"1.082","0.196","1.082",NA,"0.674","1.845","2.3","1.11"
"396",50289,"0.132","0.366","0",NA,"1.378","1.663","3.7","1.20"
"397",50290,"1.042","0.308","0.258",NA,"0.859","1.111","1.5","1.01"
"398",50291,"0.131","0.169","0",NA,NA,"1.005","3.4","0.95"
"399",50292,"0.19","1.2","2.288","1.775","1.316","0.934",NA,"0.69"
"400",50295,"0.21","0.249","0.95","4.819","0","0.743","2.5","0.94"
"401",50296,"0.984","1.451",NA,NA,NA,"0.472","3.8","1.08"
"402",50298,"0","0",NA,NA,NA,"0.299",NA,"0.80"
"403",50300,"0.738","0.11","1.171",NA,"0.614","0.442","2.9","0.91"
"404",50301,"0.609","0.297","0",NA,NA,"1.504","3.0","1.03"
"405",50305,"0.469","0.993","0","1.792","0.534","1.123","2.5","1.19"
"406",50308,"0.143","0.207","0.317","0.261","0.25","0.861","3.4","0.71"
"407",50309,"0.063","0.506","0.299",NA,"1.033","1.302","3.3","0.94"
"408",50313,"0.494","0.646",NA,NA,NA,"3.668","3.0","0.89"
"409",50315,"0.101","1.46","2.467","4.579","1.492","0.32",NA,"1.18"
"410",50320,"0.327","0.849","2.52","0","0.683","0.797",NA,"1.76"
"411",50324,"0.334","0.735","1.005","1.186","0.973","1.215","2.1","0.76"
"412",50327,"0.854","0.533","2.816","0.863","3.454","1.117","3.9","1.13"
"413",50329,"0.585","0.174","1.302",NA,"0","1.54","3.3","0.74"
"414",50334,"0.324","0.41","0.528",NA,"0.432","0.886","3.0","0.74"
"415",50335,"0.878","0.191","2.721",NA,NA,"1.044","2.4","1.03"
"416",50336,"0.445","0.462","2.835",NA,"0.648","1.087","2.9","1.09"
"417",50342,"0.531","0.766",NA,NA,NA,"1.222","3.3","0.98"
"418",50348,"0.213","0.526","0.918","1.04","0.45","1.505","3.0","0.90"
"419",50350,"0","0.761",NA,NA,"1.916","1.71","2.8","0.87"
"420",50351,"0.415","0.406","1.265","0","0.469","1.316","2.6","1.05"
"421",50352,NA,"0","0",NA,NA,"0.616","3.4","1.05"
"422",50353,"1.127","0.431","0.382","1.457","0.777","0.776","4.2","0.82"
"423",50357,NA,NA,NA,NA,NA,"0","1.9","0.68"
"424",50359,"0.62","0.708",NA,NA,NA,"1.007",NA,"1.11"
"425",50360,"0.196","0.291","0.754",NA,"0","1.555","3.3","0.92"
"426",50367,"0.763","0.63","2.504",NA,"1.335","1.373","2.4","1.16"
"427",50373,"1.238","1.182","0","0","1.607","0.594",NA,"0.73"
"428",50376,"0.442","1.055","0","2.007","0.712","0.781",NA,"0.75"
"429",50378,"4.11","2.889",NA,NA,"1.895","0.224",NA,"0.84"
"430",50380,"0.454","1.016","3.288","1.738","0.641","1.161","4.1","0.88"
"431",50382,"0.327","0.45","0.952","0.709","0.949","0.643","2.5","0.80"
"432",50390,"1.045","0.496","0.558",NA,"1.821","1.055","3.2","0.72"
"433",50393,"1.457","0",NA,"0","2.058","1.22","2.8","0.94"
"434",50394,"0.184","0","0","0.843","0.817","1.279","4.1","0.81"
"435",50396,"0.191","1.606","1.685","1.821","0.17","0.751","2.9","0.70"
"436",50397,NA,NA,NA,NA,NA,NA,NA,"0.90"
"437",50407,NA,"0","0",NA,NA,"0.774",NA,"0.75"
"438",50411,"1.074","0.944","0.239",NA,"1.254","1.795",NA,"1.00"
"439",50414,"0.633","0.345","0.804",NA,NA,"1.204","3.3","0.99"
"440",50417,NA,"0",NA,NA,NA,"3.085",NA,"0.88"
"441",50423,NA,NA,NA,NA,NA,"0.941",NA,"0.93"
"442",50424,"0.464","0.203","0.712",NA,"0.6","1.569","2.1","0.81"
"443",50425,"0.304","1.891","1.415","1.761","0.428","0.803",NA,"0.92"
"444",50426,"0.421","0",NA,NA,"1.061","0.74",NA,"0.67"
"445",50434,NA,NA,NA,NA,NA,NA,NA,"0.88"
"446",50438,"0.21","0.273","0.273","0","0.535","0.921","2.4","1.00"
"447",50441,"0.418","0.782","2.361","1.386","0.851","1.114","2.7","0.92"
"448",50444,"1.039","0.233","0.332","0.736","0.436","0.586","2.6","0.83"
"449",50454,"0.684","0.663","1.859","1.152","0.498","1.358","3.3","0.83"
"450",50455,"0.489","0.173","0.82","0","1.405","1.143","2.8","0.83"
"451",50457,"0","0.402",NA,NA,"0","0.957","1.9","0.76"
"452",50464,"0.257","0.218","0.187","0.847","1.008","0.817","4.6","0.93"
"453",50468,"0","0.311",NA,NA,"4.653","0.663",NA,"0.83"
"454",50471,"1.055","0.775","1.427",NA,"3.791","1.061","3.3","0.80"
"455",50481,"0.474","0.462","1.615",NA,"0","1.873","2.3","0.65"
"456",50485,"0.831","0.707","0.854","2.25","1.04","1.638","2.4","1.07"
"457",50488,"1.12","0.511","0",NA,"2.11","2.015","2.7","0.92"
"458",50492,"0.401","0.743","0.611","1.474","0.405","1.011","3.5","1.05"
"459",50496,"1.116","1.325","1.602",NA,"2.072","1.176","2.9","0.85"
"460",50498,"0","0.748","1.486",NA,"0","1.941","3.0","0.86"
"461",50502,"0.767","0.553","0.97",NA,"0.739","1.289","2.3","0.48"
"462",50503,"0.779","0.623","3.857","0","1.099","0.939","2.9","0.79"
"463",50506,"0","0","0.944",NA,"0.903","0.832","2.8","0.72"
"464",50510,"0.605","1.506","0.956",NA,NA,"0.769",NA,"0.91"
"465",50512,"0","0.172","0.484",NA,NA,"0.784",NA,"1.05"
"466",50515,"0.595","0.808","2.329","0","0.714","1.307",NA,"0.96"
"467",50516,"0.072","0.334","1.261","0.419","0.147","1.11","2.9","1.10"
"468",50517,"0.425","0","0","0","0.617","1.682","2.5","0.78"
"469",50523,"0.308","0.546",NA,NA,"0.723","1.123","3.8","0.98"
"470",50526,"1.898","0.39",NA,NA,NA,"0.816",NA,"0.72"
"471",50528,NA,NA,NA,NA,NA,"0.556",NA,"0.86"
"472",50534,"0.187","0","0.665",NA,"0","0.516","3.0","0.75"
"473",50537,"0","0","0",NA,NA,"0.985","3.7","0.97"
"474",50541,"0.718","3.59","0",NA,"0","1.203",NA,"1.06"
"475",50543,NA,NA,NA,NA,"0.743","0",NA,"0.86"
"476",50545,NA,NA,NA,NA,NA,NA,NA,NA
"477",50546,NA,NA,NA,NA,NA,NA,NA,NA
"478",50548,NA,NA,NA,NA,NA,NA,NA,NA
"479",50549,"0.254","0.262",NA,NA,"1.457","1.135","2.6","0.87"
"480",50551,"0.531","0.809","3.166","0","0.85","1.358","2.7","0.89"
"481",50552,NA,NA,NA,NA,NA,NA,NA,"0.90"
"482",50557,"0.178","0.778","1.461","0.616","0.93","1.541","3.2","1.05"
"483",50561,"0.228","0.267","0.447",NA,"0","1.356",NA,"0.93"
"484",50567,"0.574","0.387","1.455",NA,"0.78","0.992","3.0","1.27"
"485",50568,"0","0","0",NA,NA,"0.134","3.0","0.78"
"486",50570,"0.357","0.811","0","1.411","1.312","0.407","4.0","0.70"
"487",50573,"0.269","0.243","1.109",NA,"0.607","0.829","2.8","0.77"
"488",50575,"1.035","0",NA,NA,NA,"0.529","2.9","0.90"
"489",50580,"0","0.828",NA,NA,NA,"1.994",NA,"0.67"
"490",50581,"0.637","0.125","1.046",NA,"0.634","0.648","3.8","0.63"
"491",50586,"0","0",NA,NA,NA,"0.472",NA,"0.68"
"492",50588,"0.515","0.594","1.726",NA,NA,"1.342","3.3","0.90"
"493",50589,"0","0",NA,NA,NA,"0.35","2.5","0.83"
"494",50590,"0.371","0","0.656",NA,"1.143","1.018","2.1","1.03"
"495",50597,"0.44","0.768","3.425",NA,"0.488","1.009","3.0","0.88"
"496",50599,"0.383","0.531","1.666","2.487","1.325","0.946","3.3","1.09"
"497",50603,"0.724","0.56","1.713","0.835","0","1.177","2.9","0.88"
"498",50604,"0.916","0.848","2.404",NA,"0","1.065",NA,"0.98"
"499",50608,NA,"0",NA,NA,NA,"1.213","3.4","0.93"
"500",50609,"0.602","0.665","0.53","0.441","0.685","1.053",NA,"0.82"
"501",50616,"0","0.136","1.459",NA,NA,"2.11","3.1","0.73"
"502",50624,"0.876","0.459","0.626",NA,"0","1.237","3.2","0.85"
"503",50625,"0.393","0.563","1.27","2.488","0.825","1.313","2.2","1.18"
"504",50633,"0.757","0.301",NA,NA,NA,"0.71","2.5","0.92"
"505",50636,"0.643","0.107","0.778",NA,NA,"1.495","2.9","0.82"
"506",50641,"0.358","0",NA,NA,NA,"0.378",NA,"0.81"
"507",50663,"1.336","0",NA,NA,"2.658","0.466",NA,"0.70"
"508",50668,NA,NA,NA,NA,NA,NA,NA,"0.90"
"509",50674,"0.505","1.118","0","2.852","1.443","1.303",NA,"0.98"
"510",50677,"1.133","0.323","0.181",NA,"1.153","1.338",NA,"0.81"
"511",50678,"0","0","0.16","0","0.994","0.633","2.4","0.87"
"512",50684,"1.721","0",NA,NA,NA,"2.333","2.9","0.89"
"513",50686,"0.507","0.332","0.831","1.266","0.498","1.585",NA,"1.04"
"514",50688,"0","0","1.465",NA,"0","1.082","3.1","0.82"
"515",50689,"0.481","2.423","0.574",NA,NA,"1.557","2.9","0.95"
"516",50690,"0.69","0.583","0.484",NA,"0","1.795",NA,"0.90"
"517",50696,"0.545","0.954","1.61",NA,"0.478","0.978","2.4","0.93"
"518",50697,NA,NA,NA,NA,NA,NA,NA,"0.93"
"519",50701,"0.104","0","0.71","0.88","0.827","1.666","2.7","0.86"
"520",50704,"0.394","1.255",NA,NA,"0.627","1.449","2.8","0.84"
"521",50708,NA,"0",NA,NA,NA,"0","2.2","0.62"
"522",50709,"1.058","0.238",NA,NA,"2.028","0.874","3.0","0.75"
"523",50710,"0.693","0.366","0.772",NA,"3.452","1.275",NA,"0.97"
"524",50714,NA,"0",NA,NA,NA,"0","2.7","0.74"
"525",50717,"0.331",NA,NA,NA,"0.726","0.108",NA,"0.89"
"526",50723,"0.213","0.393","0.564","0.749","0","1.161",NA,"0.86"
"527",50724,"0.515","0.694",NA,NA,NA,"0.642","2.8","1.01"
"528",50726,NA,NA,NA,NA,NA,NA,"2.9","0.83"
"529",50727,"2.742","0.156",NA,NA,"0.318","1.248",NA,"0.90"
"530",50732,"0.906","0.424","0.666",NA,NA,"1.293",NA,"0.91"
"531",50735,"0.363","0","1.679",NA,"1.243","0.874",NA,"0.95"
"532",50736,"1.533","0",NA,NA,NA,"1.063",NA,"0.91"
"533",50737,"0.484","0.901","0",NA,"1.7","1.656",NA,"0.93"
"534",50738,"0.937","0",NA,NA,NA,"0.389",NA,"0.84"
"535",50739,"0.76","0.823","0",NA,"0.483","0.747","3.7","0.60"
"536",50740,"1.305","0.221","0",NA,NA,"2.651","2.9","0.78"
"537",50742,"1.506","1.069",NA,NA,"1.679","2.368","2.8","0.90"
"538",50744,"1.679","0.439",NA,NA,"0","0.66",NA,"0.87"
"539",50745,NA,"0.882",NA,NA,NA,"1.251","2.7","0.87"
"540",50746,"0.808","1.517","0",NA,"1.344","1.071",NA,"1.26"
"541",50747,"3.499","0",NA,NA,NA,"0.666",NA,"0.83"
"542",50748,"0.61","1.291","0.619",NA,"2.26","1.193",NA,"0.88"
"543",50751,NA,NA,NA,NA,NA,NA,NA,"0.89"
"544",50754,NA,NA,NA,NA,NA,NA,NA,"0.94"
"545",50755,"0.535","0",NA,NA,"0.486","1.591","2.8","0.67"
"546",50757,"1.159","1.141",NA,NA,"4.042","1.749","3.0","0.70"
"547",50758,"2.784","0.36",NA,NA,NA,"1.546",NA,"0.75"
"548",50760,"0","0.636","0.94",NA,"0.864","1.266",NA,"0.87"
"549",50761,"0.846","0.446","0.503","0","3.528","1.187","3.4","1.20"
"550",50763,"0","0",NA,NA,NA,"1.5",NA,"0.57"
"551",50764,"0.767","0.566","0.541",NA,"1.083","1.684","2.6","0.51"
"552",50765,"0","0.732",NA,NA,NA,"1.608",NA,"0.92"
"553",50766,NA,"0",NA,NA,NA,NA,"3.0","0.89"
"554",50767,"0.754","1.424","0.453",NA,"0","1.112",NA,"0.90"
"555",50769,NA,NA,NA,NA,NA,"0.168","1.6","0.71"
"556",50770,"1.693","0.54","0.932",NA,"0.532","0.534","2.7","0.60"
"557",50771,"0.474","0",NA,NA,NA,"0",NA,"0.93"
"558",50772,"0.309","0.755","1.062","0.928","0","0.579",NA,"0.76"
"559",50773,"1.003","0.291",NA,NA,NA,"1.178",NA,"0.97"
"560",50775,"0","0.322","0.716",NA,"0.809","1.133","3.2","0.74"
"561",50776,"1.029","0.438",NA,NA,"0.499","0.334",NA,"0.82"
"562",50777,"0.83","1.355","2.715",NA,"0.505","1.085",NA,"0.88"
"563",50778,"0.385","0.158",NA,NA,"0.408","0.465",NA,"0.90"
"564",50779,NA,NA,NA,NA,NA,NA,NA,NA
"565",50780,NA,NA,NA,NA,NA,NA,NA,NA
"566",50781,NA,NA,NA,NA,NA,NA,NA,NA
"567",51300,NA,NA,NA,NA,NA,NA,NA,NA
"568",51301,NA,NA,NA,NA,NA,"0.424",NA,NA
"569",51302,NA,NA,NA,NA,NA,NA,NA,NA
"570",51303,NA,NA,NA,NA,NA,NA,"4.1",NA
"571",51304,NA,NA,NA,NA,NA,"0",NA,NA
"572",51305,NA,NA,NA,NA,NA,NA,NA,NA
"573",51306,NA,NA,NA,NA,NA,NA,NA,NA
"574",51307,NA,NA,NA,NA,NA,NA,NA,NA
"575",51308,NA,NA,NA,NA,NA,NA,NA,NA
"576",51309,NA,NA,NA,NA,NA,NA,NA,NA
"577",51310,NA,"0.505",NA,NA,NA,"1.083","3.2",NA
"578",51311,NA,NA,NA,NA,NA,NA,NA,NA
"579",51312,NA,NA,NA,NA,NA,NA,NA,NA
"580",51314,NA,NA,NA,NA,NA,"0.716",NA,NA
"581",51315,NA,NA,NA,NA,NA,NA,NA,NA
"582",51316,NA,NA,NA,NA,NA,"0","3.3",NA
"583",51317,NA,"0",NA,NA,NA,"0.437",NA,NA
"584",51318,NA,"0.49",NA,NA,NA,"0","2.7",NA
"585",51319,NA,"0",NA,NA,NA,"0","2.6",NA
"586",51320,NA,NA,NA,NA,NA,"0",NA,NA
"587",51321,NA,"0",NA,NA,NA,"0","2.7",NA
"588",51323,NA,NA,NA,NA,NA,NA,NA,NA
"589",51324,NA,NA,NA,NA,NA,"0.4","2.9",NA
"590",51325,NA,NA,NA,NA,NA,"1.342","3.2",NA
"591",51326,NA,NA,NA,NA,NA,NA,NA,NA
"592",51327,NA,NA,NA,NA,NA,NA,NA,NA
"593",51328,NA,NA,NA,NA,NA,"1.42","4.3",NA
"594",51329,"0","0",NA,NA,NA,"2.599","3.0",NA
"595",51330,NA,NA,NA,NA,NA,NA,NA,NA
"596",51331,NA,NA,NA,NA,NA,NA,NA,NA
"597",51332,NA,"0",NA,NA,NA,"0.532","3.2",NA
"598",51333,NA,NA,NA,NA,NA,NA,NA,NA
"599",51334,NA,NA,NA,NA,NA,NA,NA,NA
"600",51335,NA,NA,NA,NA,NA,NA,NA,NA
"601",53300,NA,NA,NA,NA,NA,NA,NA,NA
"602",53301,NA,NA,NA,NA,NA,NA,NA,NA
"603",53302,NA,NA,NA,NA,NA,NA,NA,NA
"604",53303,NA,NA,NA,NA,NA,NA,NA,NA
"605",53304,NA,NA,NA,NA,NA,NA,NA,NA
"606",53305,NA,NA,NA,NA,NA,NA,NA,NA
"607",53306,NA,NA,NA,NA,NA,NA,NA,NA
"608",53308,NA,NA,NA,NA,NA,NA,NA,NA
"609",53309,NA,NA,NA,NA,NA,NA,NA,NA
"610",53310,NA,NA,NA,NA,NA,NA,NA,NA
"611",53311,NA,NA,NA,NA,NA,NA,NA,NA
"612",60001,"0.539","0.48","1.847","2.375","0.473","0.698","3.7","0.90"
"613",60003,"0.213","0.424","0.386",NA,"0.899","0.541","2.7","0.96"
"614",60004,"0","0","1.898",NA,NA,"0.721","2.6","0.89"
"615",60006,"1.871","0.866","1.8",NA,NA,"0.468","2.7","0.79"
"616",60008,NA,"1.809",NA,NA,NA,"1.094","3.6","0.81"
"617",60009,"0.418","0.326","0.986","1.216","1.047","1.743","2.5","1.19"
"618",60010,"0","0.201","0.36",NA,"0.514","0.945","1.8","0.63"
"619",60011,"1.076","1.024","2.026",NA,"0.425","0.999",NA,"1.14"
"620",60012,"0","0.448","0.596",NA,"0.578","1.589","2.4","0.82"
"621",60013,"0.437","0.751","1.016",NA,NA,"1.429","2.6","0.71"
"622",60014,"0.752","0.23","0.3","0","0.724","1.425","3.2","1.05"
"623",60015,"0.663","0.81","0.505",NA,"0.297","1.46","3.8","1.06"
"624",60016,NA,"0","0.987",NA,NA,"0.732","2.5","0.71"
"625",60020,"0.533","0.485","2.143","0","0.643","0.567","3.2","1.12"
"626",60022,"0.086","0.281","0.437",NA,"1.317","1.032","2.5","1.00"
"627",60023,"0.337","0.408","0","0","0.779","0.623","1.8","1.19"
"628",60024,"0.673","0.335","0.735","1.049","0.262","1.008","3.5","1.13"
"629",60027,"0.577","1.858","1.422",NA,"0.63","1.134","2.7","1.09"
"630",60028,"0.322","0.319","1.258","2.205","0.207","1.123","2.3","1.18"
"631",60030,"0","0","2.957","2.054",NA,"0.967","2.6","0.86"
"632",60031,"0.695","0.851","1.641","1.597","0.427","1.031","2.7","0.90"
"633",60032,"0.171","1.056","1.962","2.246","0.498","1.158","3.9","0.78"
"634",60034,"0.73","0.785","1.66","0","1.077","1.084","2.6","0.84"
"635",60036,NA,NA,NA,NA,NA,"0.543","2.8","0.99"
"636",60043,NA,NA,NA,NA,NA,NA,NA,"0.90"
"637",60044,NA,NA,NA,NA,NA,"0","2.8","0.93"
"638",60049,NA,"0.97",NA,NA,NA,"1.89","2.3","0.71"
"639",60054,"0","0.229","0.451",NA,NA,"1.031","3.4","1.04"
"640",60064,"0","0.414","0.465",NA,"1.034","1.013","3.0","0.69"
"641",60065,"1.038","0.396","0.623",NA,"0","0.942","4.2","0.87"
"642",60071,NA,NA,NA,NA,NA,"1.719","3.2","0.82"
"643",60075,"0","0.634",NA,NA,NA,"0.332","2.8","1.02"
"644",60076,NA,NA,NA,NA,NA,"0","3.3","0.95"
"645",60096,NA,"0",NA,NA,NA,"0.937","3.2","0.92"
"646",60100,"0","0.321","2.238",NA,"0.674","1.4","3.3","0.81"
"647",60103,"0","1.852",NA,NA,NA,"0","2.6","0.66"
"648",60104,"0.486","1.423","0.813",NA,NA,"1.285","4.4","0.75"
"649",60107,NA,NA,NA,NA,NA,NA,NA,"0.90"
"650",60112,"0.528","0.31","0.373","0","0.997","1.205","4.1","0.77"
"651",60113,"0.263","1.052","0.451","0.533","0.617","0.908","2.4","0.87"
"652",60114,"0.649","0.442","0.748","1.074","0","1.453","4.7","1.01"
"653",60116,"0.161","0.531","1.338","1.497","0.951","1.353","3.0","1.10"
"654",60117,NA,NA,NA,NA,NA,NA,"2.5","0.85"
"655",60118,NA,NA,NA,NA,NA,"0","2.7","0.83"
"656",60119,"0.286","0.545","0",NA,"0","1.23","2.9","0.85"
"657",60124,NA,"0",NA,NA,NA,"0","2.4","0.88"
"658",60125,"0.752","0",NA,NA,NA,"0.819","2.9","0.92"
"659",60126,NA,NA,NA,NA,NA,NA,NA,NA
"660",61300,NA,NA,NA,NA,NA,NA,NA,NA
"661",61301,NA,NA,NA,NA,NA,NA,NA,NA
"662",61302,NA,NA,NA,NA,NA,NA,NA,NA
"663",61303,NA,NA,NA,NA,NA,"1.684",NA,NA
"664",61304,NA,NA,NA,NA,NA,NA,NA,NA
"665",61305,NA,NA,NA,NA,NA,NA,NA,NA
"666",61306,NA,NA,NA,NA,NA,NA,NA,NA
"667",61307,NA,NA,NA,NA,NA,NA,NA,NA
"668",61308,NA,NA,NA,NA,NA,NA,NA,NA
"669",61309,NA,NA,NA,NA,NA,NA,"3.5",NA
"670",61310,NA,NA,NA,NA,NA,NA,NA,NA
"671",61311,NA,NA,NA,NA,NA,NA,NA,NA
"672",61312,NA,NA,NA,NA,NA,NA,NA,NA
"673",61313,NA,NA,NA,NA,NA,NA,NA,NA
"674",61314,NA,NA,NA,NA,NA,NA,"2.9",NA
"675",61315,NA,NA,NA,NA,NA,NA,NA,NA
"676",61316,NA,NA,NA,NA,NA,NA,NA,NA
"677",61317,NA,NA,NA,NA,NA,NA,NA,NA
"678",61318,NA,NA,NA,NA,NA,NA,NA,NA
"679",61319,NA,NA,NA,NA,NA,NA,NA,NA
"680",61320,NA,NA,NA,NA,NA,NA,NA,NA
"681",61321,NA,NA,NA,NA,NA,NA,NA,NA
"682",61322,NA,NA,NA,NA,NA,NA,"3.5",NA
"683",61323,NA,NA,NA,NA,NA,NA,NA,NA
"684",61324,NA,NA,NA,NA,NA,"0.864","2.4",NA
"685",61325,NA,NA,NA,NA,NA,NA,NA,NA
"686",61326,NA,NA,NA,NA,NA,NA,"3.2",NA
"687",61327,NA,"0",NA,NA,NA,"0","3.6",NA
"688",61328,NA,NA,NA,NA,NA,NA,NA,NA
"689",63301,NA,NA,NA,NA,NA,NA,NA,NA
"690",70002,"0.473","0.679","1.719","0.396","0.595","1.062","2.5","0.96"
"691",70003,"0","1.039",NA,NA,NA,"2.098","2.5","1.11"
"692",70004,NA,"0",NA,NA,NA,"0.281","2.9","0.96"
"693",70005,"0.224","0.632","0.605",NA,"1.148","0.775","2.9","1.06"
"694",70006,"0.652","1.042","1.725","0.833","0","1.036","3.2","0.97"
"695",70007,"0.516","0.43","0.438",NA,"0","1.21","3.1","0.90"
"696",70008,"1.704","0.306",NA,NA,NA,"1.138","4.2","0.86"
"697",70010,"0.721","0.5","0.496","3.357","0.965","0.947","4.5","1.19"
"698",70011,"0.33","0.446","0.892",NA,"3.109","1.799","2.9","0.77"
"699",70012,"1.96","0",NA,NA,NA,"1.073",NA,"1.17"
"700",70016,"2.313","1.271","2.151",NA,"1.864","1.15","2.6","0.92"
"701",70017,"0.213","0.343","1.579",NA,"3.438","1.624","3.6","0.73"
"702",70018,"0.146","0.646","2.021",NA,"0","0.798","2.0","1.00"
"703",70019,"0.456","0.445",NA,NA,NA,"1.227","2.6","0.79"
"704",70020,"0.357","0.578","2.186",NA,"0.996","0.478","5.1","1.09"
"705",70021,"0.839","0.576",NA,NA,NA,"0.582","3.7","0.85"
"706",70022,"0.869","0.529","0.757","0.855","0.965","1.049","4.5","1.23"
"707",70024,"0.283","0.284","0.668",NA,"0","1.187","3.8","0.65"
"708",70025,"0.757","0.936","1.489","0.827","0.947","1.072","4.4","1.22"
"709",70027,"0.235","0.376","1.501","2.037","0","0.873","3.9","1.33"
"710",70028,"0.188","0.4","0.529",NA,"1.149","1.043","3.7","0.96"
"711",70029,"0","0.31","0.9",NA,"0.885","0.72","3.1","0.75"
"712",70031,"0","0","0",NA,NA,"0.241","3.1","0.97"
"713",70033,"0.555","0.452","0.798","1.997","1.171","0.492","3.4","1.87"
"714",70034,"0.249","1.244","2.352",NA,"0.333","1.338","3.0","1.12"
"715",70035,"0.791","0.607","0.987",NA,"0.195","0.756","4.0","1.38"
"716",70036,"1.25","0.561","1.664","0.624","0.467","1.152","3.7","0.79"
"717",70038,NA,NA,NA,NA,NA,NA,NA,NA
"718",70039,NA,"0.975",NA,NA,NA,"1.747",NA,"0.90"
"719",70040,NA,NA,NA,NA,NA,"0",NA,"0.90"
"720",73300,NA,NA,NA,NA,NA,NA,NA,NA
"721",80001,"0.523","0.629","1.991","1.782","1.214","1.011","1.9","0.96"
"722",80003,"0.21","0","1.563",NA,NA,"0.906",NA,"0.60"
"723",80004,"0.599","0.39","1.221","1.255","1.314","0.895","3.7","0.72"
"724",80006,"0.915","0.453","0",NA,"4.75","1.218","2.5","0.63"
"725",80007,"0.462","0.781","0.248",NA,"0.844","1.972","1.8","0.83"
"726",80009,"0.318","0.318","2.969",NA,NA,"1.148","3.2","0.89"
"727",83300,NA,NA,NA,NA,NA,NA,NA,NA
"728",90001,"1.038","1.138","0.63",NA,"1.413","0.812","3.2","1.28"
"729",90003,"1.532","0.368","0",NA,"0.739","0.162",NA,"1.30"
"730",90004,"0.63","0.368","0.868",NA,"0.525","0.858","2.6","1.40"
"731",90005,"0.666","0.662","0.516","3.663","0.481","0.565","2.3","1.03"
"732",90006,"0.296","0.948","1.709",NA,"0.667","0.505","4.3","1.11"
"733",90008,"0","0.361",NA,NA,"2.198","0.572",NA,"0.76"
"734",90011,"1.167","0.914","0.735","1.252","1.355","1.464","3.3","1.27"
"735",93300,NA,NA,NA,NA,NA,NA,NA,NA
"736",100001,"2.525","0.695","0.894","2.657","3.783","1.436","3.1","1.16"
"737",100002,"0.472","0.465","1.266","0.676","2.318","0.613","2.3","0.83"
"738",100006,"0.4","0.742","0.438","0.606","0.429","1.019","2.8","0.84"
"739",100007,"0.325","0.428","1.136","0.453","0.737","0.736","2.6","1.00"
"740",100008,"0.791","0.468","0.774","2.692","0.857","0.724","2.2","1.13"
"741",100009,"1.814","0.283","2.607","0.864","1.758","0.886","3.3","1.40"
"742",100012,"0.635","0.566","2.511","0.421","0.916","1.285","2.2","1.17"
"743",100014,"0.512","0.562","2.575",NA,"0","1.745","3.2","1.45"
"744",100017,"0.981","1.192","0.877","1.086","0.706","0.482","2.9","0.94"
"745",100018,"0.237","0.6","1.402","0","1.103","0.763","2.8","0.75"
"746",100019,"0.308","0.712","0.806","0.699","1.79","0.961","3.0","0.85"
"747",100022,"0.702","0.725","1.115","0","2.55","0.891","2.7","1.45"
"748",100023,"0.154","0.41","2.046",NA,"0.434","0.587","3.1","0.69"
"749",100025,"0.331","0.233","1.113","3.874","0.99","0.762","2.7","0.88"
"750",100026,"0.98","0.672","0.356",NA,"1.274","0.711","4.1","0.73"
"751",100028,"0","0","0.359",NA,"0.71","1.208","2.6","0.72"
"752",100029,"0.996","1.271","0.363",NA,"1.832","0.913",NA,"0.66"
"753",100030,"0","0.477","1.988",NA,"1.77","1.175","2.2","0.82"
"754",100032,"0.8","0.81","1.186","0.473","1.748","0.976","3.9","1.05"
"755",100034,"0.544","0.716","1.001",NA,"2.437","0.502","2.7","0.72"
"756",100035,"1.256","0.896","1.488","0","1.276","1.165","2.4","0.90"
"757",100038,"0.499","0.689","0.68","1.097","1.179","0.773","2.9","0.92"
"758",100039,"0.449","0.995","0.704","0","0.744","0.555","3.3","1.11"
"759",100040,"0.337","0.757","0.796","0.384","1.48","1.108","2.9","0.75"
"760",100043,"0.299","0.083",NA,NA,"0.812","0.995","3.4","0.65"
"761",100044,"0.458","0.54","0.625","0.739","2.011","1.059","2.9","0.95"
"762",100045,"0.421","0.673","0.462",NA,"0.51","1.006","2.5","0.69"
"763",100046,"0.36","0.342","0",NA,"1.174","0.249","3.2","0.71"
